"id"	"linked__id"	"status"	"name"	"synonyms"	"usage"	"symbols_drugTarget"	"id@ncit"	"def@ncit"	"codes_atc"
"DRUG-006264"		"curated"	"XNW7201"	"Porcupine Inhibitor XNW7201#PORCN Inhibitor XNW7201#XNW 7201#XNW-7201#XNW7201"	"clinical"	"PORCN"	"C172189"	"An orally available inhibitor of porcupine (PORCN), with potential antineoplastic activity. Upon oral administration, PORCN inhibitor XNW7201 targets, binds to and inhibits PORCN in the endoplasmic reticulum (ER), which blocks post-translational acylation of Wnt ligands and inhibits their secretion. This prevents the activation of Wnt ligands, interferes with Wnt-mediated signaling, and inhibits cell growth in Wnt-driven tumors. PORCN, a membrane-bound O-acyltransferase (MBOAT), is required for the palmitoylation of Wnt ligands, and plays a key role in Wnt ligand secretion and activity. Wnt signaling is dysregulated in a variety of cancers and plays a key role in cancer cell survival."	
"DRUG-008426"		"curated"	"YAP/TEAD Interaction Inhibitor IAG933"	"IAG 933#IAG-933#IAG933#YAP/TEAD Inhibitor IAG933"	"clinical"	"YAP1"	"C185454"	"An orally bioavailable inhibitor of the interaction between the transcription coactivator yes-associated protein 1 (YAP) and the transcription factor TEAD (TEA domain), with potential antineoplastic activity. Upon oral administration, YAP/TEAD inhibitor IAG933 disrupts the interaction between YAP and TEAD, thereby disrupting the interaction between the transcription coactivators YAP/transcriptional coactivator with PDZ-binding motif (TAZ) and TEAD. This may inhibit YAP/TAZ-TEAD promoted gene transcription involved in tumor cell proliferation and survival. The Hippo-YAP/TAZ-TEAD pathway is dysregulated in certain cancers and diseases, including mesothelioma, neurofibromatosis type 2 (NF2)/large tumor suppressor 1 (LATS1)/ large tumor suppressor 2 (LATS2) mutated tumors and tumors with functional YAP/TAZ fusions. Mutations in the NF2 gene, common in malignant mesothelioma, limits the expression of Merlin, which is an activator of the Hippo pathway and suppresses the nuclear translocation of YAP and TAZ. LATS1/LATS2 are serine/threonine-protein kinases involved in the kinase cascade of the Hippo pathway; their activation leads to the inactivation of YAP/TAZ."	
"DRUG-004303"		"curated"	"ZW49"	"ADC ZW49#Anti-HER2 Bispecific ADC ZW49#ZW-49#ZW49#Anti-HER2 Bispecific Antibody-drug Conjugate ZW49"	"clinical"	"ERBB2"	"C162115"	"An antibody-drug conjugate (ADC) consisting of a bispecific monoclonal antibody (ZW25) directed against two different epitopes of the tumor-associated antigen (TAA) human epidermal growth factor receptor 2 (HER2, receptor tyrosine-protein kinase erbB-2) linked to an as of yet undisclosed cytotoxic payload, with potential antineoplastic activity. Upon intravenous administration, anti-HER2 bispecific ADC ZW49 targets and binds to HER2 expressed on tumor cells. Following receptor internalization, the cytotoxic payload is released and induces tumor cell death through an as of yet unknown mechanism of action. Additionally, binding of HER2 may inhibit HER2 activation, HER2 signaling and HER2-mediated tumor cell growth. HER2, a tyrosine kinase receptor, is overexpressed by many cancer cell types."	
"DRUG-001826"		"curated"	"Zalifrelimab"	"AGEN-1884#AGEN1884#Anti-CTLA-4 Monoclonal Antibody AGEN1884#UGN 301#UGN-301#UGN301"	"clinical"	"CTLA4"	"C126113"	"A recombinant human monoclonal antibody directed against the human T-cell receptor cytotoxic T-lymphocyte-associated antigen 4 (CTLA-4), with immune checkpoint inhibitory and antineoplastic activities. Upon administration, zalifrelimab binds to CTLA-4 expressed on T-cells and inhibits the CTLA-4-mediated downregulation of T-cell activation. This leads to a cytotoxic T-lymphocyte (CTL)-mediated immune response against cancer cells. CTLA-4, an inhibitory receptor and member of the immunoglobulin superfamily, plays a key role in the downregulation of the immune system."	
"DRUG-002430"		"curated"	"Zanubrutinib"	"BGB-3111#Brukinsa#BTK-InhB"	"clinical"	"BTK"	"C141428"	"An inhibitor of Bruton's tyrosine kinase (BTK) with potential antineoplastic activity. Upon administration, zanubrutinib inhibits the activity of BTK and prevents the activation of the B-cell antigen receptor (BCR) signaling pathway. This prevents both B-cell activation and BTK-mediated activation of downstream survival pathways, which leads to the inhibition of the growth of malignant B-cells that overexpress BTK. BTK, a member of the Src-related BTK/Tec family of cytoplasmic tyrosine kinases, is overexpressed in B-cell malignancies; it plays an important role in B-lymphocyte development, activation, signaling, proliferation and survival."	"L01EL03"
"DRUG-004277"		"curated"	"Zeluvalimab"	"AMG 404#AMG-404#AMG404#Anti-PD-1 Monoclonal Antibody AMG 404"	"clinical"	"PDCD1"	"C161597"	"A human monoclonal antibody directed against the negative immunoregulatory human cell receptor programmed cell death protein 1 (PD-1; PDCD1; CD279), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, zeluvalimab targets, binds to and inhibits PD-1 and its downstream signaling pathways. This may restore immune function through the activation of T-cells and T-cell-mediated immune responses against tumor cells. PD-1, a transmembrane protein in the immunoglobulin superfamily (IgSF) expressed on T-cells, functions as an immune checkpoint that negatively regulates T-cell activation and effector function when activated by its ligands, programmed cell death-1 ligand 1 (PD-L1; B7-H1; CD274) and 2 (PD-L2); it plays an important role in tumor evasion from host immunity."	
"DRUG-003721"		"curated"	"Zenocutuzumab"	"Anti-HER2 x Anti-HER3 Bispecific Monoclonal Antibody MCLA-128#Anti-HER2/Anti-HER3 Bispecific Monoclonal Antibody MCLA-128#MCLA 128#MCLA-128#MCLA128"	"clinical"	"ERBB2#ERBB3"	"C152948"	"A full-length IgG1 bispecific antibody with enhanced antibody-dependent cellular cytotoxicity (ADCC) directed against human epidermal growth factor receptor 2 (HER2; EGFR2, ERBB2) and human epidermal growth factor receptor 3 (HER3; ErbB3), with potential antineoplastic activity. Upon intravenous administration of zenocutuzumab, the bispecific antibody docks on HER2, and subsequently blocks heregulin-stimulated proliferation of tumor cells by binding HER3. In addition to inhibiting HER3-dependent signaling, simultaneous targeting of HER2 and HER3 by zenocutuzumab may overcome a common resistance mechanism driven by heregulin-mediated dimerization of HER2 and HER3. Zenocutuzumab is expected to eliminate tumor cells by recruiting natural killer (NK) cells to tumor cells coated with the bispecific antibody."	
"DRUG-000471"		"curated"	"Zidovudine"	"Azidothymidine#AZT#Aztec#BW A509U#BW-A 509U#BW-A509U#Compound S#DRG-0004#Retrovir#ZDV"	"clinical"		"C947"	"A synthetic dideoxynucleoside. After intracellular phosphorylation to its active metabolite, zidovudine inhibits DNA polymerase, resulting in the inhibition of DNA replication and cell death. This agent also decreases levels of available pyrimidines. (NCI04)"	
"DRUG-004105"		"curated"	"Zilovertamab Vedotin"	"Anti-ROR1 ADC VLS-101#Antibody-drug Conjugate VLS-101#MK-2140#VLS 101#VLS-101#VLS101"	"clinical"	"ROR1"	"C157772"	"An antibody-drug conjugate (ADC) composed of a monoclonal antibody against the tumor-associated antigen (TAA) receptor tyrosine kinase-like orphan receptor 1 (ROR1) linked to an as of yet undisclosed cytotoxic agent, with potential antineoplastic activity. Upon intravenous administration, the monoclonal antibody moiety of zilovertamab vedotin targets and binds to ROR1 expressed on tumor cells. Upon binding and internalization, the cytotoxic agent is released and kills the ROR1-expressing cancer cells, through an as of yet unknown mechanism of action. ROR1, also known as neurotrophic tyrosine kinase, receptor-related 1 (NTRKR1), is expressed during embryogenesis and by certain leukemias. It plays key roles in tumor cell proliferation and survival."	
"DRUG-004202"		"curated"	"Zimberelimab"	"AB 122#AB-122#AB122#Anti-PD-1 Monoclonal Antibody GLS-010#GLS 010#GLS-010#GLS010#WBP-3055"	"clinical"	"PDCD1"	"C159549"	"A human immunoglobulin G4 (IgG4) monoclonal antibody directed against the negative immunoregulatory human cell receptor programmed cell death protein 1 (PD-1; PDCD1; CD279), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, zimberelimab targets, binds to and inhibits PD-1 and its downstream signaling pathways. This may restore immune function through the activation of T-cells and T-cell-mediated immune responses against tumor cells. PD-1, a transmembrane protein in the immunoglobulin superfamily (IgSF) expressed on T-cells, functions as an immune checkpoint that negatively regulates T-cell activation and effector function when activated by its ligands programmed cell death-1 ligand 1 (PD-L1; B7-H1; CD274) and 2 (PD-L2); it plays an important role in tumor evasion from host immunity."	
"DRUG-004168"		"curated"	"Zirconium Zr 89-DFO-REGN3504"	"89Zr-DFO-REGN3504"	"clinical"	"CD274"	"C158733"	"A radioimmunoconjugate consisting of an antibody directed against the immunosuppressive ligand programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274), linked, via the chelator desferrioxamine (DFO), to the radioisotope zirconium Zr 89 (Zr89), with potential diagnostic properties upon positron emission tomography (PET) imaging. Upon administration, the antibody moiety of zirconium Zr 89-DFO-REGN3504 specifically targets and binds to PD-L1. Upon binding, the radioisotope moiety may be detected using PET, thereby allowing the imaging and quantification of PD-L1-expressing tumor cells. PD-L1, a transmembrane protein expressed on activated T-cells, is overexpressed in some cancer types and plays a significant role in immune evasion by tumor cells."	
"DRUG-004488"		"curated"	"Zirconium Zr 89-TAK-164"	"89Zr-TAK-164"	"clinical"	"GUCY2C"	"C163762"	"A radioimmunoconjugate composed of TAK-164, an antibody-drug conjugate (ADC) comprised of a full-length, human immunoglobulin G1 (IgG1) monoclonal antibody (mAb) directed against the extracellular domain of guanylyl cyclase C (GCC; GUCY2C) conjugated to the DNA alkylator DGN549 (IGN-P1), and linked to the radioisotope zirconium Zr 89 (Zr89), with potential use in imaging of GCC-expressing tumor cells upon positron emission tomography (PET). Upon administration of zirconium Zr 89-TAK-164, the TAK-164 moiety targets and binds to GCC. After binding, Zr89 facilitates the visualization and detection of GCC-expressing tumor cells using PET. This assesses GCC-expression and may predict or evaluate the tumor's response to TAK-164."	
"DRUG-001588"		"curated"	"Zirconium Zr 89-labeled Atezolizumab"	"89Zr-Desferrioxamine-Atezolizumab#89Zr-DFO-Atezolizumab#89Zr-MPDL-3280A#89Zr-MPDL3280A#Zirconium Zr 89 Atezolizumab#Zirconium Zr 89-DFO-Atezolizumab#Zirconium Zr 89-labeled MPDL3280A"	"clinical"	"CD274"	"C122404"	"A radioimmunoconjugate composed of atezolizumab, a humanized, Fc-optimized, monoclonal antibody directed against programmed cell death-1 ligand 1 (PD-L1) and labeled with the radioisotope zirconium Zr 89, with potential use for assessing PD-L1-expressing tumor cells using positron emission tomography (PET). Upon administration of zirconium Zr 89-labeled atezolizumab, the antibody moiety targets and binds to PD-L1. Following tumor cell uptake, the radioisotope moiety can be visualized using PET. This may result in the quantification of PD-L1-expressing tumor cells, an assessment of the expected response to treatment with atezolizumab as well as selection of patients that would respond to atezolizumab.  PD-L1 is overexpressed on many human cancer cell types; PD-L1 binding to programmed cell death 1 (PD-1) on T-cells suppresses the immune system and results in increased immune evasion."	
"DRUG-000245"		"curated"	"Zolbetuximab"	"Claudiximab#IMAB 362#IMAB-362#IMAB362"	"clinical"	"CLDN18.2"	"C85475"	"A chimeric immunoglobulin G1 (IgG1) monoclonal antibody directed against the tumor-associated antigen (TAA) Claudin18.2 (CLDN18.2; A2 isoform of claudin-18), with potential immunostimulating and antineoplastic activities. Upon administration, zolbetuximab specifically targets and binds to CLDN18.2 expressed on tumor cells. This may kill CLDN18.2-expressing tumor cells by antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC), and inhibit cell proliferation. CLDN18.2, a tight junction protein and stomach-specific isoform of claudin-18, is expressed on a variety of tumor cells. Its expression in healthy tissues is strictly confined to short-lived differentiated epithelial cells of the gastric mucosa."	
"DRUG-000180"		"curated"	"Zoledronic Acid"	"CGP 42446#CGP 42446A#CGP 42446B#CGP42446A#NDC-Zoledronate#Reclast#ZOL 446#Zoledronate#Zoledronate Disodium#Zoledronate Trisodium#Zometa"	"clinical"		"C1699"	"A synthetic imidazole bisphosphonate analog of pyrophosphate with anti-bone-resorption activity. A third-generation bisphosphonate, zoledronic acid binds to hydroxyapatite crystals in the bone matrix, slowing their dissolution and inhibiting the formation and aggregation of these crystals. This agent also inhibits farnesyl pyrophosphate synthase, an enzyme involved in terpenoid biosynthesis. Inhibition of this enzyme prevents the biosynthesis of isoprenoid lipids, donor substrates of farnesylation and geranylgeranylation during the post-translational modification of small GTPase signalling proteins, which are important in the process of osteoclast turnover. Decreased bone turnover and stabilization of the bone matrix contribute to the analgesic effect of zoledronic acid with respect to painful osteoblastic lesions. The agent also reduces serum calcium concentrations associated with hypercalcemia."	
