"id"	"newId"	"status"	"name"	"synonyms"	"id@ncit"	"def@ncit"
"DRUG-000446"		"ok"	"Thalidomide"	".alpha.-Phthalimidoglutarimide#3-Phthalimidoglutarimide#Alpha-Phthalimidoglutarimide#Contergan#Distaval#Kevadon#N-Phthaloylglutamimide#N-Phthalylglutamic acid imide#Neurosedyn#Pantosediv#Sedalis#Sedoval K-17#Softenon#Synovir#Talimol#Thalomid"	"C870"	"A synthetic derivative of glutamic acid (alpha-phthalimido-glutarimide) with teratogenic, immunomodulatory, anti-inflammatory and anti-angiogenic properties.  Thalidomide acts primarily by inhibiting both the production of tumor necrosis factor alpha (TNF-alpha) in stimulated peripheral monocytes and the activities of interleukins and interferons.  This agent also inhibits polymorphonuclear chemotaxis and monocyte phagocytosis.  In addition, thalidomide inhibits pro-angiogenic factors such as vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF), thereby inhibiting angiogenesis."
"DRUG-000447"		"ok"	"Thioguanine"	"2-Amino-6-mercaptopurine#2-Amino-6-purinethiol#2-Amino 6MP#2-Aminopurin-6-thiol#2-Aminopurine-6-thiol#2-Aminopurine-6-thiol Hemihydrate#2-Mercapto-6-aminopurine#6-Amino-2-mercaptopurine#6-Mercapto-2-aminopurine#6-Mercaptoguanine#6-TG#6-Thioguanine#6 Mercaptoguanine#6 Thioguanine#BW 5071#Lanvis#Tabloid#Thioguanine Hemihydrate#Thioguanine Hydrate#Tioguanin#Tioguanine#Wellcome U3B#WR-1141#X 27"	"C876"	"A synthetic guanosine analogue antimetabolite. Phosphorylated by hypoxanthine-guanine phosphoribosyltransferase, thioguanine incorporates into DNA and RNA, resulting in inhibition of DNA and RNA syntheses and cell death. This agent also inhibits glutamine-5-phosphoribosylpyrophosphate amidotransferase, thereby inhibiting purine synthesis. (NCI04)"
"DRUG-000448"		"ok"	"Thiotepa"	"Girostan#Oncotiotepa#STEPA#Tepadina#TESPA#Tespamin#Tespamine#Thio-Tepa#Thiofosfamide#Thiofozil#Thiophosphamide#Thiophosphoramide#Thioplex#Thiotef#Tifosyl#Tio-tef#TIO TEF#Triethylene thiophosphoramide#triethylenethiophosphoramide#TSPA#WR 45312"	"C875"	"A polyfunctional, organophosphorus alkylating agent and a stable derivative of N,N',N''-triethylenephosphoramide (TEPA), with antineoplastic activity. Upon administration, thiotepa is converted into highly reactive ethylenimine groups, which covalently bind to nucleophilic groups in DNA and demonstrate a preference for the N7 position of guanine bases. This induces crosslinking of alkylated guanine bases in double-stranded DNA, interferes with both DNA replication and cell division, and results in both the induction of apoptosis and the inhibition of cell growth."
"DRUG-000162"		"ok"	"Ticagrelor"	"AR-C126532XX#AZD6140#Brilinta"	"C76404"	"An orally bioavailable cyclopentyltriazolopyrimidine, with antiplatelet activity. Upon oral administration, ticagrelor and its major metabolite targets and reversibly binds to the platelet adenosine diphosphate (ADP) P2Y12 receptor (P2Y12R) at a site distinct from that of the endogenous agonist ADP. This blocks the platelet signaling pathway, thereby inhibiting the activation of the glycoprotein complex GPIIb/IIIa, fibrinogen binding to platelets and platelet adhesion and aggregation."
"DRUG-000163"		"ok"	"Ticlopidine"	"Panaldine#Ticlid#Ticlodix#Ticlodone#Ticlopidine Hydrochloride"	"C61972"	"A thienopyridine derivative with anticoagulant activity. Ticlopidine inhibits adenosine-diphosphate (ADP) binding to its platelet receptor. This prevents ADP activation and inhibits platelet expression of the glycoprotein (GP) IIb/IIIA receptors, binding of fibrinogen to platelet glycoprotein GP IIb-IIIa and platelet-platelet interaction. This results in increased bleeding time."
"DRUG-000164"		"ok"	"Tigatuzumab"	"Anti-DR5 MoAb#Anti-TRAIL-R2 MoAb#CS-1008"	"C62482"	"A humanized agonistic monoclonal antibody directed against human tumor necrosis factor-related apoptosis-inducing ligand receptor 2 (TRAIL-R2) with potential antitumor activity. Mimicking the natural receptor ligand TRAIL, tigatuzumab binds to TRAIL-R2, activating signal transduction pathways that may result in tumor cell apoptosis and a reduction in tumor growth. A member of the tumor necrosis factor (TNF) receptor family, TRAIL-R2, also known as DR5 (death receptor 5), is expressed on the surfaces of many types of malignant cells."
"DRUG-000165"		"ok"	"Tinzaparin"	"B01AB10#Inno-hep#Innohep#LNH-1#Logiparin#tinzaparin sodium#Tinzaparin Sodium Injection"	"C87297"	"A low molecular weight heparin (LMWH), obtained by controlled enzymatic depolymerization of heparin from porcine intestinal mucosa, with antithrombotic properties. Tinzaparin is a potent inhibitor of several activated coagulation factors, especially Factors Xa and IIa (thrombin); its primary activity is mediated through the plasma protease inhibitor antithrombin. In addition, this agent may inhibit angiogenesis through: 1) competitive binding of the heparin-binding sites on endothelial cells for the proangiogenic cytokines vascular endothelial growth factor (VEGF) and beta-fibroblast growth factor (beta-FGF) and 2) increasing the release of tissue factor pathway inhibitor (TFPI), a negative regulator of angiogenesis."
"DRUG-000166"		"ok"	"Tipifarnib"	"R115777#Zarnestra"	"C1703"	"A nonpeptidomimetic quinolinone with potential antineoplastic activity. Tipifarnib binds to and inhibits the enzyme farnesyl protein transferase, an enzyme involved in protein processing (farnesylation) for signal transduction.  By inhibiting the farnesylation of proteins, this agent prevents the activation of Ras oncogenes, inhibits cell growth, induces apoptosis, and inhibits angiogenesis. (NCI04)"
"DRUG-002079"		"ok"	"Tiragolumab"	"MTIG7192A#RG6058"	"C131291"	"A human monoclonal antibody targeting the co-inhibitory molecule and immune checkpoint inhibitor T-cell immunoreceptor with immunoglobulin (Ig) and immunoreceptor tyrosine-based inhibitory motif (ITIM) domains (TIGIT), with potential immune checkpoint inhibitory activity. Upon administration, tiragolumab binds to TIGIT expressed on various immune cells, particularly on tumor-infiltrating T-lymphocytes (TILs), thereby preventing the interaction of TIGIT with its ligands CD112 (nectin-2; poliovirus receptor related-2; PVRL2) and CD155 (poliovirus receptor; PVR; nectin-like 5; NECL-5). This enhances the interaction of CD112 and CD155 with the costimulatory receptor CD226 (DNAX Accessory molecule-1; DNAM-1), which is expressed on immune cells, such as natural killer (NK) cells and CD8+ T-cells, and leads to CD226 dimerization and CD226-mediated signaling. This activates the immune system to exert a T-cell-mediated immune response against cancer cells. TIGIT, a member of the Ig super family and immune inhibitory receptor, plays a key role in the suppression of T-cell proliferation and activation; it is involved in tumor cell immune evasion, and the inhibition of antiviral immune responses."
"DRUG-000167"		"ok"	"Tirofiban"	"Aggrastat#MK 383#Tirofiban Hydrochloride#Tirofiban Hydrochloride Monohydrate"	"C76405"	"A non-peptide tyrosine derivative, with anticoagulant activity. Upon administration, tirofiban antagonizes fibrinogen binding to the platelet cell surface receptor, glycoprotein (GP) IIb/IIIA complex, one of the two purinergic receptors activated by ADP. This prevents the GP IIb/IIIa receptor complex-mediated activation of adenylyl cyclase. This results in decreased levels of cAMP, interferes with the platelet membrane function and subsequent platelet-platelet interaction, prevents the release of platelet granule constituents and prolongs bleeding time."
"DRUG-000236"		"ok"	"Tisagenlecleucel"	"CART-19#CART19#CTL019#CTL019 T-cells#Kymriah#Tisagenlecleucel-T"	"C102758"	"Autologous T-lymphocytes transduced with a modified lentiviral vector expressing a chimeric antigen receptor (CAR) consisting of an anti-CD19 scFv (single chain variable fragment) and the zeta chain of the TCR/CD3 complex (CD3-zeta), coupled to the signaling domain of 4-1BB (CD137), with potential immunomodulating and antineoplastic activities. Upon transfusion, tisagenlecleucel directs the T-lymphocytes to CD19-expressing tumor cells, thereby inducing a selective toxicity in CD19-expressing tumor cells. The 4-1BB co-stimulatory molecule signaling domain enhances activation and signaling after recognition of CD19 and the inclusion of this signaling domain may increase the antitumor activity compared to the inclusion of the CD3-zeta chain alone. CD19 antigen is a B-cell specific cell surface antigen expressed in all B-cell lineage malignancies. CD3-zeta (or CD247) is a transmembrane signaling adaptor polypeptide that regulates the assembly of complete TCR complexes and their expression on the cell surface."
"DRUG-001537"		"ok"	"Tislelizumab"	"BGB-A317#Tirelizumab"	"C121775"	"A monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed cell death 1 (PD-1), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, tislelizumab binds to PD-1 and inhibits the binding of PD-1 to the PD-1 ligands programmed cell death-1 ligand 1 (PD-L1), and PD-1 ligand 2 (PD-L2). This prevents the activation of PD-1 and its downstream signaling pathways. This may restore immune function through the activation of both T-cells and T-cell-mediated immune responses against tumor cells. PD-1, a transmembrane protein in the immunoglobulin (Ig) superfamily expressed on activated T-cells, negatively regulates T-cell activation and effector function when activated by its ligands; it plays an important role in tumor evasion from host immunity."
"DRUG-000237"		"ok"	"Tisotumab Vedotin"	"HuMax-TF-ADC#Tisotumab Vedotin-tftv#Tivdak"	"C113164"	"An antibody-drug conjugate (ADC) comprised of tisotumab, a monoclonal antibody against human tissue factor (TF) covalently coupled, via a protease-cleavable peptide linker, to monomethyl auristatin E (MMAE), an auristatin derivative and potent microtubule disrupting agent, with potential antiangiogenic, anticoagulant and antineoplastic activities. Upon administration of tisotumab vedotin, the tisotumab moiety binds to cell surface TF and is internalized. Tisotumab binds to factor VIIa (FVIIa), which interferes with the activation of factor X (FX) into FXa. This may prevent thrombin formation and cancer-associated venous thromboembolism, and may inhibit angiogenesis and tumor cell proliferation. After internalization of the agent, the MMAE moiety is released by proteolytic cleavage. It then binds to tubulin and inhibits its polymerization, which results in G2/M phase arrest and apoptosis. TF, a transmembrane protein and initiator of the coagulation cascade, is overexpressed in many tumor cells and tumor-resident endothelial cells. Expression of TF is correlated with metastasis, angiogenesis, tumor cell growth and tumor-associated thrombosis."
"DRUG-010622"		"ok"	"Tivantinib"	"ARQ-197#ARQ 197#c-Met Inhibitor ARQ 197"	"C62437"	"An orally bioavailable small molecule inhibitor of c-Met with potential antineoplastic activity. c-Met inhibitor ARQ 197 binds to the c-Met protein and disrupts c-Met signal transduction pathways, which may induce cell death in tumor cells overexpressing c-Met protein or expressing constitutively activated c-Met protein. c-Met protein, the product of the proto-oncogene c-Met, is a receptor tyrosine kinase also known as hepatocyte growth factor receptor (HGFR); this protein is overexpressed or mutated in many tumor cell types and plays key roles in tumor cell proliferation, survival, invasion, and metastasis, and tumor angiogenesis."
"DRUG-000449"		"ok"	"Tivozanib"	"AV-951#Fotivda#Tivozanib Hydrochloride#Tivozanib Hydrochloride Hydrate#Tivozanib Monohydrochloride Monohydrate"	"C85444"	"An orally bioavailable inhibitor of vascular endothelial growth factor receptors (VEGFRs) 1, 2 and 3 with potential antiangiogenic and antineoplastic activities.  Tivozanib binds to and inhibits VEGFRs 1, 2 and 3, which may result in the inhibition of endothelial cell migration and proliferation, inhibition of tumor angiogenesis and tumor cell death. VEGFR tyrosine kinases, frequently overexpressed by a variety of tumor cell types, play a key role in angiogenesis."
"DRUG-000168"		"ok"	"Tocilizumab"	"Actemra#MRA#R-1569#RoActemra"	"C84217"	"A recombinant, humanized IgG1 monoclonal antibody directed against the interleukin-6 receptor (IL-6R) with immunosuppressant activity. Tocilizumab targets and binds to both the soluble form of IL-6R (sIL-6R) and the membrane-bound form (mIL-6R), thereby blocking the binding of IL-6 to its receptor. This prevents IL-6-mediated signaling. IL-6, a pro-inflammatory cytokine that plays an important role in the regulation of the immune response, is overproduced in autoimmune disorders, certain types of cancers and possibly various other inflammatory conditions."
"DRUG-000169"		"ok"	"Tofacitinib"	"CP-690550#Tasocitinib#Tasocitinib Citrate#Tofacitinib Citrate"	"C95800"	"An orally available inhibitor of Janus kinases (JAK), with immunomodulatory and anti-inflammatory activities. Upon administration, tofacitinib binds to JAK and prevents the activation of the JAK-signal transducers and activators of transcription (STAT) signaling pathway. This may decrease the production of pro-inflammatory cytokines, such as interleukin (IL)-6, -7, -15, -21, interferon-alpha and -beta, and may prevent both an inflammatory response and the inflammation-induced damage caused by certain immunological diseases. JAK kinases are intracellular enzymes involved in signaling pathways affecting hematopoiesis, immunity and inflammation."
